日期	標題	編號	檔案位置
2023-05-25 01:27:00	Silver Bay Retreat& 期末evaluation	10202429	diary/10202429.html
2023-05-12 19:21:56	12Y8M生活隨記	10201020	diary/10201020.html
2023-04-17 22:18:39	12Y7M生活隨記	10197980	diary/10197980.html
2023-03-18 09:22:00	樂樂網球tryout&恩恩Regional NHD	10193395	diary/10193395.html
2023-02-26 21:56:00	2023 Mid-Winter break & Boston	10191159	diary/10191159.html
2023-02-15 11:01:00	2023Mathcounts&程貿生日&ESYO音樂會	10189116	diary/10189116.html
2023-01-28 20:28:07	2023農曆新年	10185412	diary/10185412.html
2023-01-02 22:58:00	2022-2023winter break	10181961	diary/10181961.html
2022-12-26 12:44:00	2022 Orlando,FL(Day7) Back Home	10180502	diary/10180502.html
2022-12-25 12:31:00	2022 Orlando,FL(Day6)Gatorland	10180500	diary/10180500.html
2022-12-24 12:27:00	2022 Orlando,FL(Day5)NASA Kennedy Space Center	10180499	diary/10180499.html
2022-12-23 10:34:00	2022 Orlando,FL(Day4) Epcot	10180474	diary/10180474.html
2022-12-22 09:28:00	2022 Orlando,FL(Day3)Disney Springs	10180459	diary/10180459.html
2022-12-21 08:27:00	2022 Orlando,FL(Day1,2)Magic Kingdom	10180453	diary/10180453.html
2022-12-19 02:58:00	2022忙碌的聖誕節前夕	10179113	diary/10179113.html
2022-11-26 20:35:07	12Y3M生活隨記&感恩節	10174206	diary/10174206.html
2022-11-03 23:47:49	美麗的秋天&Western Ridge Trail Overlook	10169376	diary/10169376.html
2022-10-13 00:40:15	秋遊Vermont & Ausable Chasm	10165125	diary/10165125.html
2022-10-07 00:33:00	12Y1M生活隨記&歡送Vicky	10165124	diary/10165124.html
2022-09-21 09:07:00	美好相聚時光~文惠姊來美(2)	10161398	diary/10161398.html
2022-09-04 20:36:00	2022summer_ bye-bye Taiwan&文惠姊來美(1)	10158002	diary/10158002.html
2022-08-25 08:02:00	2022summer回台(14)開心過12歲生日	10155615	diary/10155615.html
2022-08-19 09:31:00	2022summer回台(13)台中之旅	10154639	diary/10154639.html
2022-08-17 09:11:00	2022summer回台(12)快樂的吃喝玩樂.和懿容一家聚	10154637	diary/10154637.html
2022-08-14 07:08:00	2022summer回台(11)三板橋.淡水.西門町.貢寮行	10153674	diary/10153674.html
2022-08-11 08:26:00	2022summer回台(10)程貿回台.朋友同學相聚時光	10153075	diary/10153075.html
2022-08-04 08:20:00	2022summer回台(9)聽音樂會.兒童新樂園	10153073	diary/10153073.html
2022-07-30 07:16:00	2022summer回台(8)救國團&媽媽開心玩	10150637	diary/10150637.html
2022-07-25 10:36:00	2022summer回台(7)體適能練習	10149813	diary/10149813.html
2022-07-24 21:25:00	2022summer回台(6)&運動中心課程	10149364	diary/10149364.html
2022-07-16 21:23:00	2022summer回台(5)角板山東眼山之旅	10149362	diary/10149362.html
2022-07-14 21:16:00	2022summer回台(4)攀岩	10149358	diary/10149358.html
2022-07-10 08:34:00	2022summer回台(3)&camping	10147954	diary/10147954.html
2022-07-08 08:12:00	2022summer回台(2)&住二姊家	10147951	diary/10147951.html
2022-06-29 06:49:56	2022summer回台(1)	10146784	diary/10146784.html
2022-06-23 06:46:00	團契BBQ&地板工程&6年級期末	10146783	diary/10146783.html
2022-06-17 21:05:45	11Y9M生活隨記	10145445	diary/10145445.html
2022-05-27 19:50:49	omicron和音樂會相伴的五月	10143225	diary/10143225.html
2022-04-24 02:22:00	11Y7M生活隨記(3)	10138777	diary/10138777.html
2022-04-22 02:16:00	2022 spring break 康州之旅	10138776	diary/10138776.html
2022-04-17 23:36:00	11Y7M生活隨記(2)	10137885	diary/10137885.html
2022-04-17 23:40:00	11歲的恩樂在復活節受洗啦!	10137886	diary/10137886.html
2022-04-08 01:02:00	11Y7M生活隨記	10135943	diary/10135943.html
2022-03-12 00:01:00	ESYO concert & 美麗雪景	10130442	diary/10130442.html
2022-02-28 00:36:00	2022 winter break & Boston trip	10129055	diary/10129055.html
2022-02-15 23:50:21	2022農曆年&程貿生日	10127617	diary/10127617.html
2022-01-27 23:10:00	Lake George Ice Castles	10125635	diary/10125635.html
2022-01-23 23:06:00	11Y4M生活隨記&Christman Bird and Wildlife Sanctuary	10125634	diary/10125634.html
2022-01-07 04:10:00	2021-2022 winter break	10123082	diary/10123082.html
2021-12-25 21:17:00	2021 Christmas	10121739	diary/10121739.html
2021-12-03 23:05:32	ESYO concert & 2021Thanksgiving surprise	10119041	diary/10119041.html
2021-11-15 23:54:00	Vermont Essex之行 & 11Y2M生活隨記	10116967	diary/10116967.html
2021-11-06 23:49:00	聖靈充滿的費城之行	10116966	diary/10116966.html
2021-11-04 01:13:00	2021 秋景(3)	10114856	diary/10114856.html
2021-10-25 01:04:00	2021 秋景(2)	10112633	diary/10112633.html
2021-10-25 01:00:00	2021 秋景(1)	10112632	diary/10112632.html
2021-10-05 00:53:00	11Y1M生活隨記	10106446	diary/10106446.html
2021-09-10 23:04:36	中學生活新體驗	10099274	diary/10099274.html
2021-09-03 19:43:51	第一次看棒球賽&參觀國中	10097042	diary/10097042.html
2021-08-27 22:34:00	2021VBS & 11歲生日	10095600	diary/10095600.html
2021-08-22 22:29:00	SPAC concert & Bowman Orchards	10095599	diary/10095599.html
2021-08-09 11:23:00	2021海岸線之旅	10091383	diary/10091383.html
2021-08-06 09:25:00	2021暑假(4)&NY美麗景色	10090790	diary/10090790.html
2021-07-25 20:56:00	2021暑假(3)	10088697	diary/10088697.html
2021-07-07 08:27:00	康州之旅&2021暑假(2)	10085806	diary/10085806.html
2021-07-02 21:42:26	Shelving rock falls & 2021暑假(1)	10085118	diary/10085118.html
2021-06-25 20:35:00	美國父親節&恩樂國小畢業	10084122	diary/10084122.html
2021-06-18 04:22:00	Legoland preview	10083220	diary/10083220.html
2021-06-17 19:57:30	splash pad & piano ricital	10082895	diary/10082895.html
2021-06-02 20:29:00	ESYO concert & Utica zoo	10080664	diary/10080664.html
2021-05-13 15:08:00	美麗的春天&練琴	10076624	diary/10076624.html
2021-04-24 09:14:00	2021返台紀錄(8)&回美	10073876	diary/10073876.html
2021-04-23 08:39:09	2021返台紀錄(7)	10073561	diary/10073561.html
2021-04-23 08:37:04	2021返台紀錄(6)	10073560	diary/10073560.html
2021-04-23 08:35:09	2021返台紀錄(5)	10073559	diary/10073559.html
2021-04-08 08:04:24	2021返台紀錄(4)	10071205	diary/10071205.html
2021-04-07 08:09:00	2021返台紀錄(3)	10071206	diary/10071206.html
2021-03-17 14:58:46	2021返台紀錄(2)	10067769	diary/10067769.html
2021-03-05 17:06:25	2021返台紀錄(1)	10066070	diary/10066070.html
2021-02-25 19:55:00	2021農曆年及雪景	10064759	diary/10064759.html
2021-02-07 19:44:00	宅在家&程貿的生日	10061807	diary/10061807.html
2021-01-03 20:38:00	2020-2021 winter break	10056406	diary/10056406.html
2020-12-25 00:28:00	2020恩典的聖誕節與禮物	10054985	diary/10054985.html
2020-12-24 00:24:00	2020 White Christmas	10054984	diary/10054984.html
2020-12-13 22:14:25	stay home的聖誕季&音樂會	10052907	diary/10052907.html
2020-11-29 20:35:46	2020生活隨記(4)&感恩節	10050655	diary/10050655.html
2020-11-14 22:05:39	2020美麗的秋天&生活隨記(3)	10048212	diary/10048212.html
2020-10-25 19:42:40	2020美麗的秋天&生活隨記(2)	10044833	diary/10044833.html
2020-10-12 19:57:13	2020美麗的秋天&生活隨記(1)	10042506	diary/10042506.html
2020-10-10 20:22:00	Lake Champlain Ferry & The Farmers' Museum	10042509	diary/10042509.html
2020-09-27 20:02:27	5年級的前兩週(2)	10040246	diary/10040246.html
2020-09-27 19:50:13	5年級的前兩週(1)	10040244	diary/10040244.html
2020-09-13 08:24:00	2020 summer(7)	10037268	diary/10037268.html
2020-08-31 20:32:26	2020 summer(6)	10034686	diary/10034686.html
2020-08-24 20:24:00	2020 summer(5)&10歲生日	10033643	diary/10033643.html
2020-08-17 20:58:00	2020 summer(4)	10032196	diary/10032196.html
2020-07-25 22:48:53	2020 summer(3)	10028848	diary/10028848.html
2020-07-15 20:31:14	2020 summer(2)	10027254	diary/10027254.html
2020-06-30 07:34:00	2020 summer(1)	10024218	diary/10024218.html
2020-06-16 19:42:00	stay home(7)&四年級最後一天	10022737	diary/10022737.html
2020-06-04 18:45:14	stay home(6)	10020731	diary/10020731.html
2020-05-17 08:02:37	stay home(5)	10017411	diary/10017411.html
2020-05-02 21:00:52	stay home(4)	10015119	diary/10015119.html
2020-04-18 22:35:57	stay home(3)	10012889	diary/10012889.html
2020-03-31 19:05:04	stay home(2)	10009673	diary/10009673.html
2020-03-17 18:03:39	9Y7M生活隨記&stay home(1)	10007463	diary/10007463.html
2020-02-26 21:39:39	9Y6M生活隨記(2)&Boston逛博物館	10003894	diary/10003894.html
2020-02-10 03:39:00	程貿生日&美照&9Y6M生活隨記(1)	10000612	diary/10000612.html
2020-01-24 19:46:00	9Y5M生活隨記	9998369	diary/9998369.html
2020-01-06 09:55:00	2019 count blessings & 2020 resolution	9994591	diary/9994591.html
2019-12-27 19:31:00	Boston小旅行	9994159	diary/9994159.html
2019-12-25 22:19:38	2019聖誕活動(2)	9993646	diary/9993646.html
2019-12-15 20:18:00	2019聖誕活動(1)	9991787	diary/9991787.html
2019-12-07 20:02:00	Round Lake Christmas event	9990716	diary/9990716.html
2019-12-05 10:05:00	恩樂聖誕表演December in our town!	9990031	diary/9990031.html
2019-12-02 00:08:00	12月初的大雪	9989731	diary/9989731.html
2019-11-30 23:57:00	2019媽媽來美~感恩節之旅	9989716	diary/9989716.html
2019-11-26 22:05:00	2019媽媽來美(2)	9989690	diary/9989690.html
2019-10-14 21:58:00	2019媽媽來美~緬因州麻州之旅	9989688	diary/9989688.html
2019-10-11 21:47:00	2019媽媽來美(1)	9989686	diary/9989686.html
2019-09-22 19:20:00	第一次參加garage sale	9976214	diary/9976214.html
2019-09-20 19:00:00	9Y1M生活隨記&我的生日	9976212	diary/9976212.html
2019-09-04 01:07:00	四年級囉~~~	9972373	diary/9972373.html
2019-08-29 00:43:00	2019快樂回台	9972372	diary/9972372.html
2019-07-29 21:10:00	summer BBQ &  蚊子電影院	9964076	diary/9964076.html
2019-07-23 23:21:27	2019 summer camp	9962672	diary/9962672.html
2019-07-07 18:50:42	Niagara Falls & Downtown Toronto之旅	9959236	diary/9959236.html
2019-07-02 19:12:12	2019暑假開始&The Big Bounce	9958285	diary/9958285.html
2019-06-25 21:45:00	三年級的最後一天	9956856	diary/9956856.html
2019-06-13 01:50:00	8Y9M生活隨記	9954462	diary/9954462.html
2019-05-20 22:14:32	Adirondack Extreme Adventure Course & 麻辣火鍋	9925222	diary/9925222.html
2019-05-20 22:03:21	8Y8M生活隨記&Springfield Museums	9925221	diary/9925221.html
2019-04-25 19:52:00	2019 Québec City之旅	9919396	diary/9919396.html
2019-04-21 19:07:00	8Y7M生活隨記&春天來了	9917985	diary/9917985.html
2019-03-28 00:18:00	8Y6M生活隨記(2)	9911297	diary/9911297.html
2019-03-13 21:02:00	8Y6M生活隨記&NYSSMA檢定	9905901	diary/9905901.html
2019-02-23 00:03:00	2019 winter break NJ之旅	9901332	diary/9901332.html
2019-02-19 08:54:00	8Y5M生活隨記	9899930	diary/9899930.html
2019-02-07 03:09:00	2019農曆新年&程貿生日	9896255	diary/9896255.html
2019-01-27 23:34:00	international celebration&滑雪初體驗(2)	9894215	diary/9894215.html
2019-01-21 23:46:00	2019第一場超大雪	9892424	diary/9892424.html
2019-01-19 09:36:00	8Y4M生活隨記	9891459	diary/9891459.html
2019-01-19 09:27:00	滑雪初體驗(1)	9891458	diary/9891458.html
2018-12-31 19:24:00	NY state museum & state plaza 滑冰& 恩恩party	9885900	diary/9885900.html
2018-12-27 19:24:00	冬遊Boston	9861953	diary/9861953.html
2018-12-25 01:24:00	2018 聖誕節	9859070	diary/9859070.html
2018-12-21 20:00:45	8Y3M生活隨記&聖誕party	9856175	diary/9856175.html
2018-12-03 07:30:00	2018感恩節&piano recital&character award	9852277	diary/9852277.html
2018-11-17 21:21:47	秋天的尾巴&8Y2M隨記	9848536	diary/9848536.html
2018-10-27 23:16:00	美麗的落葉 & 媽媽準備回台灣	9838718	diary/9838718.html
2018-10-20 23:11:00	Lake George & 歡送春平淑婷一家(2)	9838717	diary/9838717.html
2018-10-14 19:23:00	Schoon Lake & Severance Trail & Thacher State Park & The Crossings	9826178	diary/9826178.html
2018-10-12 19:21:00	2018 Fun Run &歡送春平淑婷一家(1)	9826177	diary/9826177.html
2018-10-10 19:16:00	zim smith trail & vischer ferry nature	9826175	diary/9826175.html
2018-10-08 23:29:55	Gore Mountain Harvest Fest & Indian Lake	9824791	diary/9824791.html
2018-10-08 23:23:10	2018迎接美麗秋天&school open house&Bowman orchard	9824788	diary/9824788.html
2018-10-08 23:26:29	Vermont 尋楓 & Vischer Ferry Preserve	9824790	diary/9824790.html
2018-09-19 00:18:00	開學新生活&羅斯福故居&快樂生日	9809632	diary/9809632.html
2018-09-05 21:06:00	3年級的第一天&砍樹	9806698	diary/9806698.html
2018-08-26 00:21:00	Cape Cod & Rhode island 之旅	9804535	diary/9804535.html
2018-08-22 08:40:00	歡樂父親節趴&參加VBS&kayak初體驗	9803521	diary/9803521.html
2018-08-06 19:19:00	7Y11M生活雜記	9800236	diary/9800236.html
2018-07-23 18:38:45	懶洋洋vs.接軌	9796902	diary/9796902.html
2018-07-20 19:57:54	2018恩典台灣行(1)	9795656	diary/9795656.html
2018-07-20 20:08:29	2018恩典台灣行(2)	9795660	diary/9795660.html
2018-07-20 20:03:09	2018 日本東京旅遊6/20-24	9795659	diary/9795659.html
2018-05-26 23:42:00	2年級的生活日常	9778725	diary/9778725.html
2018-05-13 06:49:00	美麗的春景&游泳&海報頒獎	9776017	diary/9776017.html
2018-05-01 00:46:00	Late Spring & art class & sofa	9773508	diary/9773508.html
2018-04-15 22:03:00	Spring Break & 教會退修會	9770232	diary/9770232.html
2018-04-02 20:35:00	2018 Washington DC 鐵腿行	9767185	diary/9767185.html
2018-03-29 21:58:29	2018 music open house & clay art	9765659	diary/9765659.html
2018-03-27 18:14:40	2018Shensational & Arbor Day Poster	9765183	diary/9765183.html
2018-03-11 22:09:00	2018NYSMMA SPRING FESTIVAL	9762013	diary/9762013.html
2018-03-05 23:33:00	2018Winter break&家有大廚~我出運了	9758983	diary/9758983.html
2018-02-19 21:00:00	2018農曆新年&忙碌的一週	9755738	diary/9755738.html
2018-02-10 07:39:00	2018 Shen Inventors	9754346	diary/9754346.html
2018-02-05 02:32:00	Annual Frost Faire&程貿生日	9753092	diary/9753092.html
2018-01-17 19:16:00	go sledding & 好用的Pokemon go	9749211	diary/9749211.html
2018-01-13 01:51:00	好大的鋼琴家具	9745842	diary/9745842.html
2018-01-01 00:48:00	2018很冷的開始......	9745837	diary/9745837.html
2017-12-26 03:13:00	2017Christmas season(3)	9743871	diary/9743871.html
2017-12-19 03:11:00	2017Christmas season(2)	9741811	diary/9741811.html
2017-12-19 03:08:00	2017Christmas season(1)	9741810	diary/9741810.html
2017-11-29 20:10:00	2017Thanksgiving&Annual Recital	9734706	diary/9734706.html
2017-11-16 02:27:00	懶洋洋的日子	9724298	diary/9724298.html
2017-11-03 18:51:00	庭院的楓紅(2)&樂樂的leadership reward	9657032	diary/9657032.html
2017-10-21 19:11:00	Mt. Severance & 庭院的楓紅(1)	9647002	diary/9647002.html
2017-10-15 08:54:31	Indian Lake	9644993	diary/9644993.html
2017-10-08 21:15:00	2017Bullying Prevention Week& Catskill mountain railroad &John boyd thacher state park	9643807	diary/9643807.html
2017-10-01 21:42:00	misci& Lake Placid &草奴	9642389	diary/9642389.html
2017-09-19 01:29:00	秋天的氣息	9638985	diary/9638985.html
2017-09-06 21:30:30	二年級開學啦!	9636152	diary/9636152.html
2017-09-01 17:45:00	期待二年級開學~	9635213	diary/9635213.html
2017-08-26 20:23:00	2017緬因州之旅	9633783	diary/9633783.html
2017-08-23 19:51:00	Buck Mt.& solar eclipse	9633228	diary/9633228.html
2017-08-18 08:23:00	2017 VBS	9631538	diary/9631538.html
2017-08-10 20:42:00	6Y11M生活隨記	9629594	diary/9629594.html
2017-08-06 23:48:00	熱鬧的summer2017(4)	9625006	diary/9625006.html
2017-08-03 11:47:00	恩樂的7歲生日趴	9624443	diary/9624443.html
2017-07-31 23:56:00	Washington DC四日遊	9623412	diary/9623412.html
2017-07-25 21:25:00	熱鬧的summer2017(3)	9620906	diary/9620906.html
2017-07-21 18:49:36	熱鬧的summer2017(2)	9618112	diary/9618112.html
2017-07-18 23:32:00	John Boyd Thacher State Park & 生活隨記	9616590	diary/9616590.html
2017-07-14 22:17:00	熱鬧的summer2017(1)	9612055	diary/9612055.html
2017-06-22 21:07:00	Zim Smith Trail&Bowman orchards	9595523	diary/9595523.html
2017-06-17 01:10:00	Congress park & 冰淇淋車	9589089	diary/9589089.html
2017-06-14 02:51:00	很熱的這幾天&2017 Field Day	9586231	diary/9586231.html
2017-06-08 17:50:00	2017 Six Flags(1)&Pirates Hide-Out Mini-Golf	9579775	diary/9579775.html
2017-05-29 22:51:00	1000 Islands&Finger Lakes 之旅	9568555	diary/9568555.html
2017-05-26 18:48:00	新奇的一週	9568470	diary/9568470.html
2017-05-17 02:19:00	媽媽的EQ大考驗	9556938	diary/9556938.html
2017-04-30 00:21:00	社區生活&恩樂學習的進步	9537867	diary/9537867.html
2017-04-21 20:21:22	2017 Spring recess	9520537	diary/9520537.html
2017-04-08 06:11:00	Meet the Bunny at Moreau Lake	9501520	diary/9501520.html
2017-04-06 01:49:00	Spring music open house	9496621	diary/9496621.html
2017-04-02 06:45:00	Spring is coming 2017 &6Y7M學習	9490483	diary/9490483.html
2017-03-25 08:24:00	Bingo night & Shensational & Maple weekend	9477700	diary/9477700.html
2017-03-16 00:09:00	驚嚇的考驗	9462122	diary/9462122.html
2017-03-10 23:03:00	3月,新生活	9454907	diary/9454907.html
2017-02-28 00:42:00	Big Project(2)&日子keep going	9444678	diary/9444678.html
2017-02-28 00:37:00	像夢一場的二月	9444669	diary/9444669.html
2017-01-18 03:38:00	在美國的好朋友	9411693	diary/9411693.html
2017-01-18 02:45:00	Big Project(1)	9411648	diary/9411648.html
2016-12-25 23:01:00	Christmas crafts(2) & 2016聖誕節	9392473	diary/9392473.html
2016-12-17 12:37:00	snow man & Quick Response	9385821	diary/9385821.html
2016-12-14 01:51:00	Christmas crafts(1)&發抖中迎接雪季	9383276	diary/9383276.html
2016-12-03 09:26:00	2016 Annual Student Recital	9366617	diary/9366617.html
2016-12-01 23:03:00	2016 Victorian Streetwalk in Saratoga Springs	9364804	diary/9364804.html
2016-11-27 01:05:00	2016感恩節假期Boston之旅	9359911	diary/9359911.html
2016-11-13 22:54:00	6Y2M恩樂的學習	9345662	diary/9345662.html
2016-10-28 19:18:00	秋天不要走.....	9328792	diary/9328792.html
